timestamp,Ticker,Open,High,Low,Close,Volume
1/2/2025 5:00,NVDA,136,138.88,134.63,138.31,198247166
1/3/2025 5:00,NVDA,140.01,144.9,139.73,144.47,229322478
1/6/2025 5:00,NVDA,148.59,152.156,147.8201,149.43,265377359
1/7/2025 5:00,NVDA,153.03,153.13,140.01,140.14,351782174
1/8/2025 5:00,NVDA,142.58,143.95,137.56,140.11,227349948
1/10/2025 5:00,NVDA,137.45,139.92,134.22,135.91,207602514
1/13/2025 5:00,NVDA,129.99,133.49,129.51,133.23,204808914
1/14/2025 5:00,NVDA,136.05,136.38,130.05,131.76,195590485
1/15/2025 5:00,NVDA,133.65,136.45,131.29,136.24,185217338
1/16/2025 5:00,NVDA,138.64,138.75,133.49,133.57,209235583
1/17/2025 5:00,NVDA,136.69,138.5,135.4649,137.71,201188760
1/21/2025 5:00,NVDA,139.16,141.83,137.09,140.83,197748985
1/22/2025 5:00,NVDA,144.66,147.79,143.67,147.07,237651395
1/23/2025 5:00,NVDA,145.05,147.23,143.72,147.22,155915549
1/24/2025 5:00,NVDA,148.37,148.97,141.88,142.62,234657635
1/27/2025 5:00,NVDA,124.8,128.4,116.7,118.42,818830895
1/28/2025 5:00,NVDA,121.81,129,116.25,128.99,579666350
1/29/2025 5:00,NVDA,126.5,126.89,120.05,123.7,467120640
1/30/2025 5:00,NVDA,123.1,125,118.1,124.65,392925469
1/31/2025 5:00,NVDA,123.78,127.85,119.19,120.07,390372899
2/3/2025 5:00,NVDA,114.75,118.57,113.01,116.66,371235677
2/4/2025 5:00,NVDA,116.96,121.2,116.7,118.65,256550040
2/5/2025 5:00,NVDA,121.76,125,120.76,124.83,263110629
2/6/2025 5:00,NVDA,127.42,128.77,125.21,128.68,251483574
2/7/2025 5:00,NVDA,129.22,130.37,125,129.84,228186298
2/10/2025 5:00,NVDA,130.09,135,129.96,133.57,216989086
2/11/2025 5:00,NVDA,132.58,134.48,131.02,132.8,178902379
2/12/2025 5:00,NVDA,130.02,132.24,129.08,131.14,160278552
2/13/2025 5:00,NVDA,131.555,136.5,131.17,135.29,197429975
2/14/2025 5:00,NVDA,136.48,139.25,135.5,138.85,195479557
2/18/2025 5:00,NVDA,141.27,143.44,137.925,139.4,219176627
2/19/2025 5:00,NVDA,139.51,141.36,137.22,139.23,167536006
2/20/2025 5:00,NVDA,140.03,140.66,136.7901,140.11,143903583
2/21/2025 5:00,NVDA,140.04,141.46,134.03,134.43,228217585
2/24/2025 5:00,NVDA,136.56,138.59,130.08,130.28,251381137
2/25/2025 5:00,NVDA,129.98,130.2,124.44,126.63,271428711
2/26/2025 5:00,NVDA,129.985,133.73,128.49,131.28,322553814
2/27/2025 5:00,NVDA,135,135.01,120.01,120.15,443175846
2/28/2025 5:00,NVDA,118.02,125.09,116.4,124.92,389091145
3/3/2025 5:00,NVDA,123.51,123.7,112.28,114.06,411381373
3/4/2025 5:00,NVDA,110.645,119.31,110.11,115.99,398163305
3/5/2025 5:00,NVDA,117.58,118.2781,114.51,117.3,284337886
3/6/2025 5:00,NVDA,113.53,115.35,110.22,110.57,321181861
3/7/2025 5:00,NVDA,111.25,113.48,107.56,112.69,341755468
3/10/2025 4:00,NVDA,109.9,111.85,105.46,106.98,366487363
3/11/2025 4:00,NVDA,106.99,112.236,104.77,108.76,354865692
3/12/2025 4:00,NVDA,114.12,116.76,112.88,115.74,323857454
3/13/2025 4:00,NVDA,117.03,117.76,113.79,115.58,299033131
3/14/2025 4:00,NVDA,118.61,121.88,118.15,121.67,277593455
3/17/2025 4:00,NVDA,122.74,122.89,118.03,119.53,255501481
3/18/2025 4:00,NVDA,118,119.02,114.54,115.43,299686944
3/19/2025 4:00,NVDA,117.27,120.445,115.68,117.52,273426225
3/20/2025 4:00,NVDA,116.55,120.2,116.47,118.53,248829749
3/21/2025 4:00,NVDA,116.94,117.99,115.42,117.7,266498528
3/24/2025 4:00,NVDA,119.88,122.22,119.34,121.41,228452534
3/25/2025 4:00,NVDA,120.545,121.29,118.92,120.69,167447198
3/26/2025 4:00,NVDA,118.73,118.84,112.71,113.76,296431667
3/27/2025 4:00,NVDA,111.35,114.45,110.66,111.43,236902055
3/28/2025 4:00,NVDA,111.485,112.87,109.0701,109.67,229872549
3/31/2025 4:00,NVDA,105.13,110.955,103.65,108.38,299212653
4/1/2025 4:00,NVDA,108.515,110.2,106.47,110.15,222614034
4/2/2025 4:00,NVDA,107.29,111.98,106.79,110.42,220601243
4/3/2025 4:00,NVDA,103.51,105.63,101.6,101.8,338769412
4/4/2025 4:00,NVDA,98.91,100.13,92.11,94.31,532273810
4/7/2025 4:00,NVDA,87.46,101.75,86.62,97.64,611041347
4/8/2025 4:00,NVDA,103.805,105.85,94.46,96.3,476243392
4/9/2025 4:00,NVDA,98.89,115.1,97.5301,114.33,612918336
4/10/2025 4:00,NVDA,109.37,110.86,99.15,107.57,437812353
4/11/2025 4:00,NVDA,108.5,111.5499,107.48,110.93,313417265
4/14/2025 4:00,NVDA,114.11,114.29,109.07,110.71,264705049
4/15/2025 4:00,NVDA,110.97,113.615,110.5,112.2,228966900
4/16/2025 4:00,NVDA,104.55,106.79,100.45,104.49,397016870
4/17/2025 4:00,NVDA,104.45,104.47,100.05,101.49,292517465
4/21/2025 4:00,NVDA,98.77,99.44,95.04,96.91,288501136
4/22/2025 4:00,NVDA,98.78,99.811,97.28,98.89,241004784
4/23/2025 4:00,NVDA,104.52,104.8,102.02,102.71,247525971
4/24/2025 4:00,NVDA,103.475,106.54,103.11,106.43,220815041
4/25/2025 4:00,NVDA,106.85,111.92,105.73,111.01,251064672
4/28/2025 4:00,NVDA,109.69,110.3699,106.02,108.73,207708479
4/29/2025 4:00,NVDA,107.67,110.1999,107.44,109.02,170444263
4/30/2025 4:00,NVDA,104.47,108.92,104.08,108.92,235044611
5/1/2025 4:00,NVDA,113.08,114.94,111.3,111.61,236121507
5/2/2025 4:00,NVDA,114.18,115.4,113.37,114.5,190194778
5/5/2025 4:00,NVDA,112.905,114.665,112.66,113.82,133163241
5/6/2025 4:00,NVDA,111.48,114.74,110.822,113.54,158525621
5/7/2025 4:00,NVDA,113.045,117.68,112.2818,117.06,207827821
5/8/2025 4:00,NVDA,118.25,118.68,115.85,117.37,198428122
5/9/2025 4:00,NVDA,117.35,118.23,115.21,116.65,132972189
5/12/2025 4:00,NVDA,121.97,123,120.28,123,225023345
5/13/2025 4:00,NVDA,124.98,131.2189,124.47,129.93,330430105
5/14/2025 4:00,NVDA,133.195,135.435,131.68,135.34,281180830
5/15/2025 4:00,NVDA,134.295,136.3,132.66,134.83,226632563
5/16/2025 4:00,NVDA,136.22,136.35,133.46,135.4,226542451
5/19/2025 4:00,NVDA,132.39,135.87,132.39,135.57,193154571
5/20/2025 4:00,NVDA,134.29,134.58,132.62,134.38,161514247
5/21/2025 4:00,NVDA,133.06,137.4,130.59,131.8,270608738
5/22/2025 4:00,NVDA,132.23,134.25,131.55,132.83,187343954
5/23/2025 4:00,NVDA,130,132.68,129.16,131.29,198821324
5/27/2025 4:00,NVDA,134.15,135.66,133.31,135.5,192953613
5/28/2025 4:00,NVDA,136.025,137.25,134.79,134.81,304021146
5/29/2025 4:00,NVDA,142.245,143.49,137.91,139.19,370615167
5/30/2025 4:00,NVDA,138.715,139.62,132.92,135.13,333170851
6/2/2025 4:00,NVDA,135.49,138.12,135.4,137.38,197663116
6/3/2025 4:00,NVDA,138.78,142,137.95,141.22,225578783
6/4/2025 4:00,NVDA,142.19,142.39,139.545,141.92,167120819
6/5/2025 4:00,NVDA,142.17,144,138.83,139.99,232410759
6/6/2025 4:00,NVDA,142.51,143.27,141.51,141.72,153986153
6/9/2025 4:00,NVDA,143.19,145,141.94,142.63,185114494
6/10/2025 4:00,NVDA,142.69,144.29,141.525,143.96,155881897
6/11/2025 4:00,NVDA,144.61,144.99,141.87,142.83,167694044
6/12/2025 4:00,NVDA,141.97,145,141.85,145,162364991
6/13/2025 4:00,NVDA,142.48,143.58,140.855,141.97,180820565
6/16/2025 4:00,NVDA,143.345,146.175,143.2001,144.69,183133666
6/17/2025 4:00,NVDA,144.49,145.22,143.78,144.12,139108000
6/18/2025 4:00,NVDA,144.005,145.65,143.12,145.48,161494121
6/20/2025 4:00,NVDA,145.45,146.2,142.65,143.85,242956157
6/23/2025 4:00,NVDA,142.5,144.78,142.03,144.17,154308941
6/24/2025 4:00,NVDA,145.56,147.96,145.5,147.9,187566121
6/25/2025 4:00,NVDA,149.27,154.45,149.26,154.31,269146471
6/26/2025 4:00,NVDA,155.975,156.715,154,155.02,198145746
6/27/2025 4:00,NVDA,156.04,158.71,155.255,157.75,263234539
6/30/2025 4:00,NVDA,158.4,158.66,155.96,157.99,194580316
7/1/2025 4:00,NVDA,156.29,157.2,151.49,153.3,213143621
7/2/2025 4:00,NVDA,152.98,157.6,152.97,157.25,171224111
7/3/2025 4:00,NVDA,158.37,160.98,157.77,159.34,143716055
7/7/2025 4:00,NVDA,158.2,159.31,157.342,158.24,140138975
7/8/2025 4:00,NVDA,159.33,160.22,158.39,160,138133025
7/9/2025 4:00,NVDA,161.22,164.42,161.16,162.88,183656443
7/10/2025 4:00,NVDA,164.32,164.5,161.61,164.1,167704075
7/11/2025 4:00,NVDA,163.715,167.89,163.47,164.92,193633263
7/14/2025 4:00,NVDA,165.37,165.49,162.02,164.07,136975754
7/15/2025 4:00,NVDA,171.19,172.4,169.195,170.7,230627350
7/16/2025 4:00,NVDA,171.06,171.75,168.9,171.37,158831509
7/17/2025 4:00,NVDA,172.02,174.16,170.83,173,160841119
7/18/2025 4:00,NVDA,173.64,174.25,171.26,172.41,146456416
7/21/2025 4:00,NVDA,172.75,173.38,171,171.38,123126136
7/22/2025 4:00,NVDA,171.34,171.39,164.58,167.03,193114327
7/23/2025 4:00,NVDA,169.53,171.26,167.97,170.78,154082197
7/24/2025 4:00,NVDA,172.44,173.83,171.3,173.74,128984628
7/25/2025 4:00,NVDA,173.61,174.72,172.96,173.5,122316792
7/28/2025 4:00,NVDA,174.02,177,173.97,176.75,140023521
7/29/2025 4:00,NVDA,177.96,179.38,175.02,175.51,154077512
7/30/2025 4:00,NVDA,176.51,179.89,176.04,179.27,174312208
7/31/2025 4:00,NVDA,182.9,183.3,175.93,177.87,221685446
8/1/2025 4:00,NVDA,174.09,176.54,170.89,173.72,204528985
8/4/2025 4:00,NVDA,175.16,180.2,174.52,180,148174609
8/5/2025 4:00,NVDA,179.62,180.26,175.9,178.26,156407621
8/6/2025 4:00,NVDA,176.325,179.9,176.25,179.42,137192265
8/7/2025 4:00,NVDA,181.57,183.88,178.795,180.77,151878365
8/8/2025 4:00,NVDA,181.55,183.3,180.4,182.7,123396679
8/11/2025 4:00,NVDA,182.05,183.84,180.25,182.06,138323191
8/12/2025 4:00,NVDA,182.96,184.48,179.46,183.16,145729202
8/13/2025 4:00,NVDA,182.615,183.97,179.35,181.59,179871724
8/14/2025 4:00,NVDA,179.75,183.02,179.46,182.02,129553959
8/15/2025 4:00,NVDA,181.88,181.9,178.0417,180.45,156602161
8/18/2025 4:00,NVDA,180.6,182.9375,180.59,182.01,132007959
8/19/2025 4:00,NVDA,182.43,182.5,175.49,175.64,185229219
8/20/2025 4:00,NVDA,175.165,176,168.801,175.4,215142725
8/21/2025 4:00,NVDA,174.85,176.9,173.81,174.98,140040850
8/22/2025 4:00,NVDA,172.61,178.59,171.2,177.99,172789427
8/25/2025 4:00,NVDA,178.35,181.91,176.57,179.81,163012789
8/26/2025 4:00,NVDA,180.055,182.39,178.81,181.77,168688186
8/27/2025 4:00,NVDA,181.98,182.49,179.1,181.6,235518949
8/28/2025 4:00,NVDA,180.82,184.47,176.41,180.17,281787824
8/29/2025 4:00,NVDA,178.11,178.15,173.145,174.18,243257873
9/2/2025 4:00,NVDA,170,172.379,167.22,170.78,231164853
9/3/2025 4:00,NVDA,171.06,172.41,168.875,170.62,164424873
9/4/2025 4:00,NVDA,170.57,171.86,169.41,171.66,141670144
9/5/2025 4:00,NVDA,168.03,169.03,164.07,167.02,224441435
9/8/2025 4:00,NVDA,167.55,170.96,167.35,168.31,163769133
9/9/2025 4:00,NVDA,169.09,170.98,166.7401,170.76,157548392
9/10/2025 4:00,NVDA,176.64,179.29,175.47,177.33,226852020
9/11/2025 4:00,NVDA,179.68,180.28,176.48,177.17,151159274
9/12/2025 4:00,NVDA,177.77,178.595,176.45,177.82,124911026
9/15/2025 4:00,NVDA,175.67,178.85,174.51,177.75,147061559
9/16/2025 4:00,NVDA,177,177.5,174.38,174.88,140737775
9/17/2025 4:00,NVDA,172.64,173.2,168.41,170.29,211843817
9/18/2025 4:00,NVDA,173.98,177.1,172.96,176.24,191763313
9/19/2025 4:00,NVDA,175.77,178.08,175.18,176.67,237182143
9/22/2025 4:00,NVDA,175.3,184.55,174.7053,183.61,269637001
9/23/2025 4:00,NVDA,181.97,182.42,176.21,178.43,192559552
9/24/2025 4:00,NVDA,179.77,179.78,175.4,176.97,143564116
9/25/2025 4:00,NVDA,174.48,180.26,173.125,177.69,191586733
9/26/2025 4:00,NVDA,178.17,179.77,174.93,178.19,148573732
9/29/2025 4:00,NVDA,180.425,184,180.32,181.85,193063455
9/30/2025 4:00,NVDA,182.08,187.35,181.48,186.58,236981032
10/1/2025 4:00,NVDA,185.24,188.14,183.9,187.24,173844901
10/2/2025 4:00,NVDA,189.6,191.05,188.06,188.89,136805821
10/3/2025 4:00,NVDA,189.19,190.36,185.38,187.62,137596896
10/6/2025 4:00,NVDA,185.5,187.23,183.33,185.54,157678104
10/7/2025 4:00,NVDA,186.23,189.06,184,185.04,140088008
10/8/2025 4:00,NVDA,186.57,189.6,186.54,189.11,130168861
10/9/2025 4:00,NVDA,192.225,195.3,191.06,192.57,182997234
10/10/2025 4:00,NVDA,193.505,195.62,182.05,183.16,268774359
10/13/2025 4:00,NVDA,187.965,190.1099,185.96,188.32,153482755
10/14/2025 4:00,NVDA,184.77,184.8,179.7,180.03,205641380
10/15/2025 4:00,NVDA,184.8,184.87,177.29,179.83,214450482
10/16/2025 4:00,NVDA,182.23,183.28,179.77,181.81,179723309
10/17/2025 4:00,NVDA,180.18,184.1,179.75,183.22,173135217
10/20/2025 4:00,NVDA,183.13,185.2,181.73,182.64,128541265
10/21/2025 4:00,NVDA,182.785,182.785,179.8,181.16,124240168
10/22/2025 4:00,NVDA,181.14,183.44,176.76,180.28,162249552
10/23/2025 4:00,NVDA,180.42,183.03,179.7901,182.16,111357857
10/24/2025 4:00,NVDA,183.835,187.47,183.5,186.26,131284997
10/27/2025 4:00,NVDA,189.99,192,188.4318,191.49,153451565
10/28/2025 4:00,NVDA,193.05,203.15,191.91,201.03,297970590
10/29/2025 4:00,NVDA,207.98,212.1899,204.775,207.04,308822352
10/30/2025 4:00,NVDA,205.15,206.16,201.41,202.89,178859778
10/31/2025 4:00,NVDA,206.45,207.97,202.07,202.49,179798344
11/3/2025 5:00,NVDA,208.08,211.335,205.56,206.88,180265342
11/4/2025 5:00,NVDA,203,203.9699,197.93,198.69,188894759
11/5/2025 5:00,NVDA,198.77,202.92,194.65,195.21,171348782
11/6/2025 5:00,NVDA,196.42,197.62,186.38,188.08,223024989
11/7/2025 5:00,NVDA,184.9,188.32,178.91,188.15,264939772
11/10/2025 5:00,NVDA,195.11,199.94,193.79,199.05,198884804
11/11/2025 5:00,NVDA,195.155,195.42,191.3,193.16,176446659
11/12/2025 5:00,NVDA,195.72,195.89,191.13,193.8,154928125
11/13/2025 5:00,NVDA,191.05,191.44,183.85,186.86,207420774
11/14/2025 5:00,NVDA,182.86,191.01,180.58,190.17,186588499
11/17/2025 5:00,NVDA,185.965,189,184.32,186.6,173623379
11/18/2025 5:00,NVDA,183.375,184.8,179.65,181.36,213594749
11/19/2025 5:00,NVDA,184.79,187.855,182.8301,186.52,247238094
11/20/2025 5:00,NVDA,195.95,196,179.85,180.64,343500467
10/1/2024 4:00,META,577.98,583.04,570.1,576.47,15259274
10/2/2024 4:00,META,574.86,576,569.34,572.81,6524650
10/3/2024 4:00,META,570.15,583.36,568.73,582.77,11580980
10/4/2024 4:00,META,583.73,596.85,581.43,595.94,14199788
10/7/2024 4:00,META,598.22,602.95,584.04,584.78,12014198
10/8/2024 4:00,META,589.69,593.56,585.97,592.89,7857377
10/9/2024 4:00,META,593.99,594.39,581.61,590.51,9529707
10/10/2024 4:00,META,587.57,590.23,582.52,583.83,7740449
10/11/2024 4:00,META,584.83,591.21,582.71,589.95,8587051
10/14/2024 4:00,META,594.22,600.1,589.96,590.42,8251971
10/15/2024 4:00,META,590.16,590.61,580.143,586.27,9564236
10/16/2024 4:00,META,581.395,582.08,574.03,576.79,11268384
10/17/2024 4:00,META,583.33,584.97,575.2,576.93,8701158
10/18/2024 4:00,META,581.1,583.9675,575.25,576.47,7694274
10/21/2024 4:00,META,576.03,577.2399,569.11,575.16,8171879
10/22/2024 4:00,META,574.29,583.53,572.12,582.01,8544463
10/23/2024 4:00,META,579.97,585,562.5,563.69,14248419
10/24/2024 4:00,META,567.125,568.8799,561.52,567.78,7184651
10/25/2024 4:00,META,573.935,581.29,571.72,573.25,11337874
10/28/2024 4:00,META,582,583.7499,574.12,578.16,10925131
10/29/2024 4:00,META,580.145,593.67,575.398,593.28,13019092
10/30/2024 4:00,META,600.98,601.2,589.38,591.8,26864925
10/31/2024 4:00,META,585,589.9,563.01,567.58,26838395
11/1/2024 4:00,META,567.605,573.67,562.56,567.16,15303235
11/4/2024 5:00,META,564.1,568.69,557.89,560.68,12064601
11/5/2024 5:00,META,567.305,573.48,566.67,572.43,9775379
11/6/2024 5:00,META,562.75,573,555.1679,572.05,18305429
11/7/2024 5:00,META,576.89,594.7999,575.21,591.7,14653708
11/8/2024 5:00,META,591.54,593.1,584.52,589.34,9415699
11/11/2024 5:00,META,586.36,587,576.51,583.17,10209051
11/12/2024 5:00,META,588.545,599.66,580.38,584.82,16287724
11/13/2024 5:00,META,582.605,585.64,575.17,580,10757583
11/14/2024 5:00,META,577,580.76,573.01,577.16,11053743
11/15/2024 5:00,META,571.22,572.57,551.5,554.08,17712864
11/18/2024 5:00,META,557.04,559.9,550.09,554.4,14346715
11/19/2024 5:00,META,551.86,561.43,550.6,561.09,9522445
11/20/2024 5:00,META,562.93,566.3499,554.2001,565.52,9797339
11/21/2024 5:00,META,569.52,570,549.05,563.09,11154749
11/22/2024 5:00,META,563.55,563.8273,554.59,559.14,9164004
11/25/2024 5:00,META,562.1,572.5915,556.39,565.11,13599830
11/26/2024 5:00,META,566,577.5,565.2,573.54,10356550
11/27/2024 5:00,META,574.89,574.98,564.1001,569.2,7200228
11/29/2024 5:00,META,569,578.46,566.9,574.32,7130519
12/2/2024 5:00,META,577.5,594.5,575.57,592.83,12522371
12/3/2024 5:00,META,595,614.2,591.2501,613.65,14907164
12/4/2024 5:00,META,612.96,617.78,605.1,613.78,14697006
12/5/2024 5:00,META,617.075,619.9,607.05,608.93,8081212
12/6/2024 5:00,META,610.1,629.7899,608.53,623.77,16935503
12/9/2024 5:00,META,623.925,626.4,606.1701,613.57,11426015
12/10/2024 5:00,META,617.56,625.59,612.74,619.32,10938854
12/11/2024 5:00,META,623.37,638.4,621.5349,632.68,10837228
12/12/2024 5:00,META,631.5,636.6599,627.2094,630.79,7474717
12/13/2024 5:00,META,627.22,631.08,616.886,620.35,8453349
12/16/2024 5:00,META,629.975,631.15,618.58,624.24,10885625
12/17/2024 5:00,META,626.17,632.37,616.54,619.44,12897842
12/18/2024 5:00,META,621,627.36,596.32,597.19,17075480
12/19/2024 5:00,META,610.39,611.52,595,595.57,14958082
12/20/2024 5:00,META,590.58,603.11,580,585.25,48989390
12/23/2024 5:00,META,589.6,601.09,586.25,599.85,10205750
12/24/2024 5:00,META,602.715,607.99,599.2849,607.75,4726056
12/26/2024 5:00,META,605.48,606.3,598.94,603.35,6091239
12/27/2024 5:00,META,599.41,601.85,589.8,599.81,8084229
12/30/2024 5:00,META,588.75,596.9399,585.58,591.24,7025864
12/31/2024 5:00,META,592.265,593.97,583.85,585.51,6019520
1/2/2025 5:00,META,589.72,604.91,587.82,599.24,12682269
1/3/2025 5:00,META,604.76,609.5,596.4136,604.63,11436784
1/6/2025 5:00,META,611.825,630.99,605.62,630.2,14560754
1/7/2025 5:00,META,631.7,632.1011,608.23,617.89,12071479
1/8/2025 5:00,META,613.395,616.4397,602.79,610.72,10085846
1/10/2025 5:00,META,610.03,629.91,597.34,615.86,19256564
1/13/2025 5:00,META,607.1,608.97,598.445,608.33,10785031
1/14/2025 5:00,META,605.065,605.49,588.55,594.25,13597992
1/15/2025 5:00,META,610.21,622.46,606.5,617.12,15524302
1/16/2025 5:00,META,611.5,616.25,609.71,611.3,8355349
1/17/2025 5:00,META,624.05,624.97,603.67,612.77,17280600
1/21/2025 5:00,META,617.825,621.5,609.0082,616.46,11674016
1/22/2025 5:00,META,623.3,633.7,619.435,623.5,12274011
1/23/2025 5:00,META,627.36,636.6,621.15,636.45,9910163
1/24/2025 5:00,META,636.4,652,634.2,647.49,19065329
1/27/2025 5:00,META,626.61,663.87,625.1,659.88,28399190
1/28/2025 5:00,META,666,682.58,659.465,674.33,20950107
1/29/2025 5:00,META,675,681.0459,665.67,676.49,21377820
1/30/2025 5:00,META,696.82,710.79,676.1,687,29322898
1/31/2025 5:00,META,691,705.2999,685.58,689.18,19331660
2/3/2025 5:00,META,675.91,704,675.25,697.46,21415739
2/4/2025 5:00,META,702.5,707.71,691.61,704.19,13826270
2/5/2025 5:00,META,703.55,718.14,699.01,704.87,17793766
2/6/2025 5:00,META,705.88,718.9,703.5,711.99,13080690
2/7/2025 5:00,META,716.795,725.01,711.75,714.52,16427067
2/10/2025 5:00,META,718.56,721.2,711.33,717.4,12904317
2/11/2025 5:00,META,713.32,723.66,710.04,719.8,12997959
2/12/2025 5:00,META,715.3,727.1,712.6,725.38,12016517
2/13/2025 5:00,META,721.5197,729,718.04,728.56,12569064
2/14/2025 5:00,META,726.14,740.91,725.62,736.67,16901249
2/18/2025 5:00,META,736,737,706.44,716.37,21938703
2/19/2025 5:00,META,704.095,707,695.39,703.77,17535480
2/20/2025 5:00,META,697.275,705.63,693.64,694.84,12587408
2/21/2025 5:00,META,696.58,703.87,682.36,683.55,15660355
2/24/2025 5:00,META,686.28,687.27,662.45,668.13,15676994
2/25/2025 5:00,META,665.972,668,641.86,657.5,20579662
2/26/2025 5:00,META,659.65,683.0078,658,673.7,14488705
2/27/2025 5:00,META,682.45,688.6469,657.57,658.24,12500013
2/28/2025 5:00,META,658.04,669.63,642.6017,668.2,17534168
3/3/2025 5:00,META,673.675,681.25,650.8439,655.05,10843763
3/4/2025 5:00,META,645.51,649.75,623.65,640,21495208
3/5/2025 5:00,META,641,659.5,637.66,656.47,13770026
3/6/2025 5:00,META,648,650.5625,624.11,627.93,13446454
3/7/2025 5:00,META,625.37,634.79,600.61,625.66,21375671
3/10/2025 4:00,META,608.07,610.1059,586.8701,597.99,21999943
3/11/2025 4:00,META,595.055,614.934,593.33,605.71,17401469
3/12/2025 4:00,META,629.9,633.33,609.35,619.56,15746966
3/13/2025 4:00,META,620.245,620.5,586.51,590.64,16480324
